Position,Artist,Title,MBID
22,Mark Ronson feat. Bruno Mars,Uptown Funk!,33b6b148-9dce-4894-902d-d218ecc30666
23,Cro,Bye Bye,02547d71-8b65-4b38-bafe-115fcb0ba4d8
24,Glasperlenspiel,Geiles Leben,92cf3354-f79a-4ae8-8e43-5b685f495465
25,Rihanna and Kanye West and Paul McCartney,FourFiveSeconds,b1e7bebd-0d36-4e4e-b419-e87bd5520933
26,Joris,Herz über Kopf,139fbb3f-61b1-4c2a-8e0c-ff2bee105c3c
27,MoTrip feat. Lary,So wie du bist,23a05e2b-31f0-4aac-9e92-9934da121e57
28,Calvin Harris + Disciples,How Deep Is Your Love,3eb8c687-4e6a-4c0d-be52-a7f3b627e109
29,James Newton Howard feat. Jennifer Lawrence,The Hanging Tree,bae87b19-f222-4ebe-af05-dca32dc2b833
30,Hozier,Take Me To Church,0c5cec46-bf7e-450d-a2c4-3343bf487287
31,Martin Solveig & GTA,Intoxicated,8c90c20e-f550-4db6-a6be-1022ebb54a2f
32,Avicii,Waiting For Love,297959ef-e87a-4315-832d-6289a4182bca
33,James Bay,Hold Back The River,e45466a0-8cd6-4494-aea0-01f298381b45
34,David Guetta feat. Nicki Minaj & Afrojack,Hey Mama,8ea8e9a1-f0c5-4de3-a9c7-8335b916f049
35,Walk The Moon,Shut Up + Dance,
36,Mark Forster,Flash mich,43784b57-d976-4ef0-a25e-5e544ba6336e
37,Louane,Avenir,aa7db5e9-8bdd-4e7b-bc9e-0e9f77362bda
38,Years & Years,King,11056095-76a0-4b2b-8e71-5adcd6b3a8b5
39,Feder feat. Lyse,Goodbye,b280aeeb-5255-4289-8755-39baf44b0249
40,Calvin Harris feat. Ellie Goulding,Outside,530b51bb-3396-498e-bbf9-8feeafad82a5
41,Nicky Jam & Enrique Iglesias,El perdón,a5420580-a30f-412f-ac56-e383b862481d
42,Justin Bieber,What Do You Mean?,4816d0c3-47ff-4e16-9b2f-e4063ec7b790
43,Ed Sheeran,Thinking Out Loud,abb0c0af-629d-4c19-9824-ccb26f67623a
44,Adam Lambert,Ghost Town,00df62ee-4346-4456-9cc6-023d452410f9
45,Kwabs,Walk,c30963e0-66aa-4e6a-bc4a-67a3d35a447f
46,Andreas Bourani,Auf anderen Wegen,39757c16-d84d-4537-a23a-be780e2b7e71
47,The Weeknd,Can't Feel My Face,34af47ff-4feb-4aca-aa78-5ef5ab80c747
48,R. City feat. Adam Levine,Locked Away,51441db1-3163-4ceb-843e-352b0bf9f44e
49,Fifth Harmony feat. Kid Ink,Worth It,47ab0a1b-6f02-42b1-beae-7b95e568705c
50,Helene Fischer,Atemlos durch die Nacht,5ec01d11-c27f-4ccd-9b73-928d43eaf9f4
51,SDP feat. Adel Tawil,Ich will nur dass du weißt,6298b3c9-0712-416f-a9df-223ce375a287
52,Justin Bieber,Sorry,336810fb-be64-487c-a9f7-41db19fc0615
53,Philip George,Wish You Were Mine,a579ebab-6ab9-475f-b129-22b325d27e00
54,The Weeknd,The Hills,2a37fbe6-f3e7-418e-90d0-a09453f630ab
55,Felix Jaehn feat. Polina,Book Of Love,759f4cbd-9e2c-42f3-9817-c85d0f495b83
56,Zara Larsson,Lush Life,3bc2767b-6856-49ec-8b9b-fc69df91bb6f
57,Flo Rida feat. Sage The Gemini & Lookas,G.D.F.R.,18ca660d-a77a-4f43-b85f-4cfae9e23f3a
58,Robin Schulz feat. Jasmine Thompson,Sun Goes Down,4846d476-6e79-4000-973c-7f978a6f6b50
59,Deorro x Chris Brown,Five More Hours,5fb4324b-c5d4-4410-bc6e-c9a4968dc39c
60,LunchMoney Lewis,Bills,59f0076c-db9c-4fca-a904-b9483bfe3b05
61,AronChupa,I'm An Albatraoz,466973b8-6f13-4cdd-aed5-1c8cd6b26fb4
62,Sigala,Easy Love,8658dcda-cff9-454a-85ee-1f8c3aa8070a
63,Echosmith,Cool Kids,1b81d4d9-12f1-4143-a71a-2cd629fbf0a0
64,John Legend,All Of Me,ce83ee31-5f32-4889-88e0-e0e44e308cf3
65,Charli XCX,Break The Rules,ea12b47a-69a7-44f7-9fbd-4027a7e8af3c
66,Carly Rae Jepsen,I Really Like You,e4e6ecc5-e99e-4fce-8f07-628bd9f6ec7c
67,David Guetta feat. Sam Martin,Dangerous,8318bad6-37f3-4a12-9159-d514f6561259
68,Meghan Trainor,Lips Are Movin,63dfd251-0b00-4e62-ad75-3ce2a2369e08
69,Lena,Traffic Lights,e6d2df8a-5583-449c-9fb1-89055b0f1d46
70,Matt Simons,Catch & Release (Deepend Remix),18c339dd-4f19-44a3-b886-d91b5f024bb4
71,Lena,Wild & Free,d6112bd1-55c0-49b5-a359-4966d43680f9
72,Olly Murs feat. Demi Lovato,Up,5d35974b-7dbe-4744-976d-b105e4727fd0
73,Chris Brown x Tyga,Ayo,d1bbc531-b678-4546-bfbe-f60257205285
74,Skrillex & Diplo feat. Justin Bieber,Where Are Ü Now,1ef120a9-8c6a-4dc9-a5cc-5c27b6882d0e
75,Flo Rida feat. Robin Thicke & Verdine White,"I Don't Like It, I Love It",c673c75c-a706-477d-8557-ef3b3acbb5b9
76,Andreas Bourani,Auf uns,5dbe2a46-1f8e-4919-81f0-185a101d3655
77,Charlie Puth feat. Meghan Trainor,Marvin Gaye,b6ce4adc-5aa2-41d1-8e60-5e4c5bdff371
78,Omi,Hula Hoop,4a2b2c36-64ae-4480-88d9-605d78078650
79,Johannes Oerding,Alles brennt,95b998a0-0efe-40d3-9e90-870d53b92e15
80,Taylor Swift,Blank Space,eeb6c1f1-8f57-495a-bb38-f5446bcb34ae
81,Avicii,The Nights,6df43485-06bb-47f3-b615-ee0aaa628d6d
82,The Avener,Fade Out Lines,1c245dc0-64ab-4c58-b612-87414a6f998a
83,David Guetta feat. Emeli Sandé,What I Did For Love,06b35d11-709a-47b3-bdb1-3ea803c24e7e
84,Klingande feat. Broken Back,Riva (Restart The Game),617d6124-b9e5-48c1-8e5d-072c4f10f1d8
85,DJ Snake & AlunaGeorge,You Know You Like It,c0164d8e-47c1-455c-834f-9cc1e5740464
86,Ellie Goulding,On My Mind,9b3e2c72-71f0-4a68-8bec-32f8f77b51a5
87,DJ Antoine feat. Akon,Holiday,ee3d6a34-dbd2-49ad-abd4-c3522f143f06
88,Gestört aber GeiL feat. Sebastian Hämer,Ich & du,a82cee5b-bb3b-498a-8dd2-127b9359e127
89,The Weeknd,Earned It,39fc6173-b249-4f1b-9a30-9983c62d69cd
90,Mark Forster,Bauch und Kopf,16fdc017-7c3a-4168-bd41-b46cab9465cd
91,Alvaro Soler,El mismo sol,b09990d0-af78-4db9-9e50-bd190d72b58a
92,XOV,Lucifer,e51f6b9e-f24f-4cfd-92be-40c3aee3f437
93,Robin Schulz & J.U.D.G.E.,Show Me Love,d98f5a2c-c24f-49d9-8f95-73c6072525c0
94,Calvin Harris feat. Haim,Pray To God,f2ad0f18-8535-44e3-bdd0-2795db900771
95,Kelly Clarkson,Heartbeat Song,3eaaee3b-595e-47f4-aa1d-d55f29036936
96,Pitbull & Ne-Yo,Time Of Our Lives,e0dfb145-a0af-4df4-9f5c-89ad509106f3
97,K.I.Z. feat. Henning May,Hurra die Welt geht unter,05404ed1-4f8b-43ba-833f-54e6c2918ff6
98,Justin Bieber,Love Yourself,f127ad36-d371-4ec3-a6e8-2f2bac5b2eca
99,Mark Forster feat. Sido,Au revoir,0ed667fb-9d32-4762-a868-958af24425e8
100,Lilly Wood & The Prick and Robin Schulz,Prayer In C (Robin Schulz Remix),ee903565-37ec-4fca-9eef-8e39bd6aa1e3
