Position,Artist,Title,MBID
60,Robin Schulz & Marc Scibilia,Unforgettable,9efd9dcf-f5e2-4bf9-b48a-3ccdde89ffda
61,Ariana Grande,No Tears Left To Cry,8b69a9e5-e740-4724-b517-958892aa959f
62,Sean Paul + David Guetta feat. Becky G,Mad Love,
63,Eli [DE],Change Your Mind,
64,NF,Let You Down,ba359bba-05b5-4079-bbee-c7cb8e762852
65,Kygo feat. Miguel,Remind Me To Forget,
66,George Ezra,Shotgun,81614e2f-298e-4644-aaed-36fe57fb1eb3
67,Rea Garvey feat. Kool Savas,Is It Love?,a95c6e96-a869-4307-86b9-9d26978afac9
68,Rita Ora,Anywhere,6d0a04e2-a34b-439c-9a3c-60ec6a5556e5
69,Dardan,Facetime,41bb2941-0704-49c7-8712-6a3ec1a117ab
70,Eno,Mercedes,5ab57f88-8723-4a8b-8529-376fff39ed6c
71,Selena Gomez x Marshmello,Wolves,
72,XXXTentacion,Sad!,f55b8704-f119-4103-9988-0eb4f713c880
73,Leon Machère,Copacabana,6000cb52-adaa-4268-a2a2-2c35b11f329b
74,Post Malone feat. Ty Dolla $ign,Psycho,aff224cb-b3ac-40ef-809f-945f7b30dd32
75,Marshmello feat. Khalid,Silence,8d2fb8da-933f-45e8-86b4-aaf192c2a3b4
76,Portugal. The Man,Feel It Still,8685724b-f88d-426a-bc50-001bafc68259
77,Pietro Lombardi,Phänomenal,7d75fc6e-42ca-4475-afef-f30fc1687b05
78,Marshmello & Bastille,Happier,623b7611-08d9-4115-acd6-69f734dd3f24
79,Bushido feat. Samra & Capital Bra,Für euch alle,
80,Loredana x Mozzik,Bonnie & Clyde,
81,Bonez MC & RAF Camora,Risiko,f42a3e25-d669-43f7-ba03-36d47f0a62f4
82,Axwell Λ Ingrosso,More Than You Know,90b98021-6ee4-4140-bfc7-49c0fe8c69c5
83,George Ezra,Paradise,9a1445ca-0206-4ccc-a69b-4c0bc809aaf7
84,Dean Lewis,Be Alright,56ecea22-39b5-40fb-967a-874cf6aee4ca
85,James Hype feat. Kelli-Leigh,More Than Friends,a6dc576e-24e4-4fcb-8dc3-276c698a983c
86,Imagine Dragons,Whatever It Takes,2b6647b9-c671-4550-8c4e-8ebd0cd40f3b
87,Kygo & Imagine Dragons,Born To Be Yours,3445e1c2-4e9f-4d08-8272-2180648518e6
88,Capital Bra,Berlin lebt,1115e7eb-05a5-4d0c-adf9-24aa47fceb8f
89,Shawn Mendes,In My Blood,ae39bd21-f010-4974-b30d-bc087acca924
90,J Balvin & Willy William,Mi gente,06c3118a-970d-4b3d-a81d-bb4a7d09dfd5
91,Zayn feat. Sia,Dusk Till Dawn,30207b80-bc75-4123-aa96-a7049342d9cc
92,"Alle Farben, Kelvin Jones & Younotus",Only Thing We Know,a66a92e2-6474-467e-8210-5750b318b537
93,Felix Jaehn feat. R. City & Bori,Jennie,0c2ada49-c4cf-4586-a7e3-88ba8a9b1a07
94,Anne-Marie,2002,263882c2-72f2-4d37-ace6-0805799fa103
95,Wincent Weiss,An Wunder,7032c086-2b54-460c-a188-78b96c0ce3ae
96,Robin Schulz & Piso 21,Oh Child,3b74d705-d817-44a0-9e31-700a9e2c8c4b
97,Lea x Cyril,Immer wenn wir uns sehn,
98,RAF Camora,Primo,c35513a6-3b48-460c-9499-14124465cb8e
99,"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,5f7fd796-6531-4823-ad8d-6c029172237f
100,Dua Lipa,New Rules,8bb47cf7-81c2-49d1-a971-25c9c82bbc00
