Position,Artist,Title,MBID
84,Rammstein,Zick zack,d3f45c73-2d14-4711-8bd1-f4f73e7d03c7
85,Rammstein,Zeit,66636e89-6e5d-47c7-b0f4-5221d853d186
86,Coldplay x BTS,My Universe,f8e064af-280f-4d09-b277-ace4f6a0d908
87,Tate McRae,She's All I Wanna Be,b197fdfe-f9c9-4b27-bb35-9e832295fcbc
88,Central Cee,Doja,b29f7795-3010-4a7d-abbe-254537b01191
89,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),598d2e86-938c-4e16-ba7f-75c8d41f67bc
90,Rema,Calm Down,e7d4a352-cf63-4c6d-8721-409ca57db03d
91,Pascal Letoublon feat. Leony,Friendships (Lost My Love),6c2280a2-0dab-4f06-aca2-8e4320a3b874
92,Pashanim,Paris Freestyle,9c847aa6-15bf-48b3-8d82-aabd06aabec5
93,Felix Jaehn & The Stickmen Project feat. Calum Scott,Rain In Ibiza,bce1d543-acae-41e6-a935-a5dddfb01188
94,Malik Harris,Rockstars,d211ee00-5543-4add-8f3a-79b1dc097866
95,Swedish House Mafia & The Weeknd,Moth To A Flame,12c096e5-32c5-4e68-a2b8-7278fe32b262
96,Bonez MC & RAF Camora,Letztes Mal,d7b33c08-ecfa-4d5e-a6bb-656799886bf0
97,Bonez MC / RAF Camora,Sommer,
98,Chris Rea,Driving Home For Christmas,ead867f1-468d-403d-a745-5b614a43807a
99,Alle Farben feat. Kiddo,Alright,92953680-1be0-461c-a9f8-d9319691756b
100,Taylor Swift,Anti-Hero,c9fd5dc6-b9fa-44a9-99f2-c9df0d68d99c
